F1,name,role,club,games-started,minutes-played,clean-sheets,goals-conceded,defensive-contribution,bonus,ict-index,saves,assists,penalties-saved,points,red-cards,own-goals,goals-scored,current-price,season_year
1045,Mike Trésor Ndayishimiye,Midfielder,Burnley,3,410,0,10,0,0,18,0,0,0,20,0,0,0,4.5,2024
1046,Lesley Ugochukwu,Midfielder,Burnley,18,1652,1,39,164,3,55.9,0,1,0,47,0,0,1,5,2025
1047,Lesley Ugochukwu,Midfielder,Burnley,3,296,1,6,0,0,10.9,0,0,0,13,0,0,0,5,2024
1048,Zeki Amdouni,Forward,Burnley,27,1953,5,41,0,11,112.4,0,1,0,85,0,0,5,5,2024
1049,Lyle Foster,Forward,Burnley,22,1898,2,43,0,4,109.6,0,3,0,75,1,0,5,5,2024
1053,Michael Obafemi,Forward,Burnley,0,19,0,0,0,0,1.7,0,0,0,2,0,0,0,4.5,2024
1056,Armando Broja,Forward,Burnley,4,327,2,2,17,0,10.9,0,0,0,12,0,0,0,5.5,2025
1057,Armando Broja,Forward,Burnley,6,529,3,9,0,0,29,0,2,0,35,0,0,1,5.5,2024
1058,Armando Broja,Forward,Burnley,2,285,1,5,0,0,19.7,0,1,0,21,0,0,1,5.5,2023
1060,Đorđe Petrović,Goalkeeper,Bournemouth,22,1986,5,38,0,5,56.8,75,0,0,71,0,0,0,4.5,2024
1067,Owen Bevan,Defender,Bournemouth,0,8,0,1,0,0,0,0,0,0,1,0,0,0,4,2023
1069,Chris Mepham,Defender,Bournemouth,6,613,1,16,0,0,21,0,1,0,16,0,0,0,4,2024
1070,Chris Mepham,Defender,Bournemouth,24,2197,5,52,0,6,74.4,0,0,0,43,0,2,0,4,2023
1072,Romain Faivre,Midfielder,Bournemouth,0,37,0,1,0,0,1.8,0,0,0,4,0,0,0,4.5,2024
1074,Hamed Traorè,Midfielder,Bournemouth,0,44,0,1,0,0,5.7,0,0,0,3,0,0,0,4.5,2024
1075,Hamed Traorè,Midfielder,Bournemouth,5,425,2,8,0,0,33.8,0,0,0,14,0,0,0,4.5,2023
1077,Dominic Sadi,Midfielder,Bournemouth,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5,2024
1093,Aaron Hickey,Defender,Brentford,9,713,2,12,0,0,12.9,0,0,0,17,0,0,0,4,2024
1094,Aaron Hickey,Defender,Brentford,23,1918,5,30,0,2,45.1,0,3,0,63,0,0,0,4,2023
1096,Jordan Henderson,Midfielder,Brentford,23,2060,8,30,0,0,103,0,3,0,69,0,0,0,5,2023
1099,Myles Peart-Harris,Midfielder,Brentford,0,11,0,0,0,0,1.5,0,0,0,3,0,0,0,4.5,2024
1114,Andrew Moran,Midfielder,Brighton,0,11,0,1,0,0,0,0,0,0,1,0,0,0,4.5,2023
1118,Andrey Nascimento dos Santos,Midfielder,Chelsea,0,7,0,0,0,0,0.2,0,0,0,1,0,0,0,4.5,2024
1121,Remi Matthews,Goalkeeper,Crystal Palace,0,3,0,1,0,0,0.1,0,0,0,1,0,0,0,4,2024
1125,Rob Holding,Defender,Crystal Palace,6,562,0,13,0,0,21.6,0,0,0,21,0,0,1,4,2023
1127,Naouirou Ahamada,Midfielder,Crystal Palace,0,332,0,14,0,0,12.9,0,0,0,16,1,0,0,4.5,2024
1128,Naouirou Ahamada,Midfielder,Crystal Palace,0,87,0,2,0,0,3,0,0,0,7,0,0,0,4.5,2023
1131,Malcolm Ebiowei,Midfielder,Crystal Palace,0,31,0,1,0,0,0.9,0,0,0,3,0,0,0,4.5,2023
1133,Jesurun Rak-Sakyi,Midfielder,Crystal Palace,0,132,1,3,0,0,11,0,0,0,8,0,0,0,4.5,2024
1136,David Ozoh,Midfielder,Crystal Palace,0,148,0,5,0,0,2.9,0,0,0,8,0,0,0,4.5,2024
1137,David Ozoh,Midfielder,Crystal Palace,0,1,0,0,0,0,0.1,0,0,0,1,0,0,0,4.5,2023
1146,Roman Dixon,Defender,Everton,1,90,0,4,8,0,1.6,0,0,0,0,0,0,0,4,2025
1160,Luke Harris,Midfielder,Fulham,0,74,0,5,0,0,2.1,0,0,0,2,0,0,0,4.5,2024
1161,Luke Harris,Midfielder,Fulham,0,10,0,1,0,0,0.2,0,0,0,3,0,0,0,4.5,2023
1162,Illan Meslier,Goalkeeper,Leeds,34,3060,5,67,0,8,75.9,94,0,0,90,0,0,0,4.5,2023
1169,Jayden Bogle,Defender,Leeds,32,2787,3,79,0,0,103.7,0,3,0,63,0,1,3,4.5,2024
1171,Pascal Struijk,Defender,Leeds,26,2198,4,52,0,4,102.9,0,2,0,66,0,0,2,4.5,2023
1180,Brenden Aaronson,Midfielder,Leeds,28,2365,5,58,0,0,141.9,0,4,0,83,0,0,1,5.5,2023
1181,Wilfried Gnonto,Midfielder,Leeds,14,1346,4,28,0,6,84.9,0,4,0,55,0,0,2,5.5,2023
1182,Daniel James,Midfielder,Leeds,7,802,1,18,0,2,49.6,0,1,0,45,0,0,2,5.5,2023
1188,Sam Greenwood,Midfielder,Leeds,3,410,0,11,0,1,41.6,0,2,0,30,0,0,1,5,2023
1191,Joe Gelhardt,Midfielder,Leeds,1,201,0,3,0,0,19.4,0,2,0,20,0,0,0,4.5,2023
1194,Darko Gyabi,Midfielder,Leeds,0,7,0,0,0,0,2.5,0,0,0,1,0,0,0,4.5,2023
1195,Patrick Bamford,Forward,Leeds,18,1510,1,31,0,3,99.6,0,5,0,70,0,0,4,5,2023
1198,Mateo Joseph Fernández-Regatillo,Forward,Leeds,0,24,0,0,0,0,2.2,0,0,0,3,0,0,0,5,2023
1210,Ben Doak,Midfielder,Liverpool,0,13,0,0,0,0,0.1,0,0,0,1,0,0,0,5,2024
1211,Ben Doak,Midfielder,Liverpool,0,23,0,1,0,0,1.2,0,0,0,2,0,0,0,5,2023
1213,Stefan Bajčetić Maquieira,Midfielder,Liverpool,0,25,0,2,0,0,0.8,0,0,0,1,0,0,0,4.5,2024
1214,Stefan Bajčetić Maquieira,Midfielder,Liverpool,6,522,3,4,0,0,22.8,0,0,0,22,0,0,1,4.5,2023
1216,James McConnell,Midfielder,Liverpool,0,3,0,0,0,0,0.1,0,0,0,3,0,0,0,4.5,2024
1221,James Trafford,Goalkeeper,Man City,28,2520,2,62,0,5,90.7,106,0,0,70,0,0,0,5,2024
1237,Ethan Wheatley,Forward,Man Utd,0,13,0,0,0,0,0.2,0,0,0,3,0,0,0,4.5,2024
1242,Odysseas Vlachodimos,Goalkeeper,Newcastle,5,450,1,12,0,0,11.2,10,0,0,12,0,0,0,4,2024
1243,Aaron Ramsdale,Goalkeeper,Newcastle,30,2700,3,66,0,11,98.3,125,0,2,97,0,0,0,5,2025
1244,Aaron Ramsdale,Goalkeeper,Newcastle,6,540,2,5,0,0,7.3,9,0,0,20,0,0,0,5,2024
1245,Aaron Ramsdale,Goalkeeper,Newcastle,38,3420,14,43,0,9,76.5,94,0,0,143,0,0,0,5,2023
1247,Jamaal Lascelles,Defender,Newcastle,13,1077,5,15,0,3,33.8,0,0,0,46,0,0,1,4.5,2024
1248,Jamaal Lascelles,Defender,Newcastle,2,214,0,5,0,0,5.4,0,0,0,3,0,0,0,4.5,2023
1250,Alex Murphy,Defender,Newcastle,0,11,0,0,0,0,0.3,0,0,0,2,0,0,0,4,2024
1262,Joe White,Midfielder,Newcastle,0,12,0,0,0,0,0.1,0,0,0,3,0,0,0,4.5,2024
1267,Matt Turner,Goalkeeper,Nott'm Forest,17,1530,2,28,0,0,37.9,55,0,0,41,0,0,0,4,2024
1278,Lewis O'Brien,Midfielder,Nott'm Forest,6,578,1,14,0,0,21.1,0,0,0,22,0,0,1,5,2023
1298,Granit Xhaka,Midfielder,Sunderland,36,2992,13,35,0,15,194.8,0,8,0,153,0,0,7,5,2023
1303,Manor Solomon,Midfielder,Spurs,2,196,0,2,0,2,28,0,2,0,14,0,0,0,5.5,2024
1304,Manor Solomon,Midfielder,Spurs,4,560,0,11,0,1,43.4,0,0,0,44,0,0,4,5.5,2023
1306,Bryan Gil Salvatierra,Midfielder,Spurs,2,200,0,11,0,0,15.9,0,0,0,12,0,0,0,5,2024
1307,Bryan Gil Salvatierra,Midfielder,Spurs,2,146,1,1,0,0,8.5,0,1,0,9,0,0,0,5,2023
1310,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Midfielder,Spurs,31,2698,9,46,0,8,124.5,0,1,0,91,0,0,4,5.5,2024
1311,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Midfielder,Spurs,35,3108,9,43,0,5,105.5,0,0,0,83,0,1,3,5.5,2023
1313,Wes Foderingham,Goalkeeper,West Ham,29,2648,1,79,0,7,97.7,133,0,0,70,0,1,0,4,2024
1316,Mads Hermansen,Goalkeeper,West Ham,27,2385,1,58,0,1,82.8,103,0,1,63,0,0,0,4.5,2025
1318,Nayef Aguerd,Defender,West Ham,21,1857,2,44,0,0,64.4,0,0,0,36,1,0,1,4.5,2024
1319,Nayef Aguerd,Defender,West Ham,17,1594,5,28,0,5,61.4,0,0,0,58,0,0,2,4.5,2023
1320,Kyle Walker-Peters,Defender,West Ham,33,2918,2,77,153,3,114.4,0,3,0,54,0,0,0,4.5,2025
1321,Kyle Walker-Peters,Defender,West Ham,30,2650,3,58,0,2,91.9,0,0,0,56,0,0,1,4.5,2023
1324,George Earthy,Midfielder,West Ham,0,33,0,0,0,0,6.9,0,0,0,8,0,0,1,4.5,2024
1326,Callum Wilson,Forward,West Ham,2,355,0,7,15,0,12.1,0,0,0,19,0,0,0,6,2025
1327,Callum Wilson,Forward,West Ham,9,981,6,15,0,4,103.2,0,1,0,69,0,0,9,6,2024
1328,Callum Wilson,Forward,West Ham,21,1870,10,16,0,20,200.9,0,6,0,157,0,0,18,6,2023
1330,Hugo Bueno López,Defender,Wolves,7,727,2,16,0,0,29,0,0,0,29,0,1,0,4.5,2024
1331,Hugo Bueno López,Defender,Wolves,16,1307,3,29,0,3,57.2,0,1,0,41,0,0,0,4.5,2023
1337,Tawanda Chirewa,Midfielder,Wolves,1,138,0,2,0,0,6.6,0,0,0,8,0,0,0,4.5,2024
1340,Enso González Medina,Midfielder,Wolves,0,1,0,0,0,0,0.1,0,0,0,1,0,0,0,4.5,2024
1343,Joe Hodge,Midfielder,Wolves,1,172,0,5,0,0,6.1,0,0,0,5,0,0,0,4.5,2023
1345,Fábio Soares Silva,Forward,Wolves,3,259,1,8,0,0,16.9,0,0,0,8,0,0,0,5,2024
1348,Saša Kalajdžić,Forward,Wolves,1,158,1,2,0,4,20.7,0,0,0,24,0,0,2,5,2024
1349,Saša Kalajdžić,Forward,Wolves,1,45,0,0,0,0,0.7,0,0,0,1,0,0,0,5,2023
1351,Leon Chiwome,Forward,Wolves,2,173,0,4,0,0,2.2,0,0,0,5,0,0,0,4.5,2024
1353,Nathan Fraser,Forward,Wolves,1,183,1,3,0,0,8.6,0,0,0,7,0,0,0,4.5,2024
